ID,UUID,Satisfaction,Trust/Confidence,Effectiveness/Quality,UserGroup,Years,Region,Ease/Simplicity,Efficiency/Speed,Equity/Transparency,Helpfulness,FreeText,Created At,Page,Referrer,User Agent
2023-08-27_17:35:06-605,e77632c0-3e76-,5,4,4,Group3,2-3 years,Region4,4,4,4,3,,2022-08-20 21:14:36 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-606,b31a7bcc-a284-,4,4,3,Group3,2-3 years,Region4,2,2,2,2,,2022-08-20 21:14:36 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-607,a04a6c45-0337-,4,4,4,Group4,3-4 years,Region4,3,4,3,4,,2022-08-20 21:14:37 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-608,f35d7fd7-7e66-,4,4,4,Group2,3-4 years,Region2,2,2,3,2,,2022-08-20 21:14:37 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-609,c395d9c3-b88c-,4,3,2,Group2,1-2 years,Region3,1,1,1,2,,2022-08-20 21:14:38 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-610,43958235-ef97-,4,5,5,Group3,3-4 years,Region4,2,4,4,2,,2022-08-20 21:14:39 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-611,ac5f854b-aa0c-,4,4,5,Group3,0-1 years,Region1,2,4,2,4,,2022-08-20 21:14:39 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-612,bd7e5c49-2c56-,2,2,2,Group1,0-1 years,Region1,2,1,1,1,,2022-08-20 21:14:39 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-613,205e9ecf-31d9-,4,4,5,Group3,2-3 years,Region4,2,3,3,4,,2022-08-20 21:14:40 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-614,d9ffd5c0-0ec8-,5,5,5,Group2,3-4 years,Region4,2,2,3,4,,2022-08-20 21:14:40 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-615,0d943965-8cd8-,4,5,4,Group3,2-3 years,Region3,2,2,2,3,,2022-08-20 21:14:41 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-616,1232ec76-b01a-,2,1,1,Group1,0-1 years,Region2,1,1,1,2,,2022-08-20 21:14:41 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-617,22a34eea-3fcc-,3,3,3,Group2,1-2 years,Region2,2,1,2,3,,2022-08-20 21:14:42 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-618,f5fd3e2b-8981-,5,5,5,Group4,3-4 years,Region3,2,2,2,3,,2022-08-20 21:14:42 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-619,9fd1b6a3-50da-,4,3,4,Group3,2-3 years,Region5,2,3,2,2,,2022-08-20 21:14:43 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-620,43d09167-98fc-,3,4,4,Group3,3-4 years,Region4,3,3,3,3,,2022-08-20 21:14:43 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-621,1d210d20-ab8d-,3,2,4,Group2,0-1 years,Region1,1,2,2,3,,2022-08-20 21:14:44 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-622,67cc77fb-22ae-,4,5,4,Group3,3-4 years,Region4,2,4,3,3,,2022-08-20 21:14:44 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-623,5c935014-d684-,3,3,2,Group1,2-3 years,Region3,3,2,3,3,,2022-08-20 21:14:46 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-624,49d00525-58ac-,3,4,3,Group3,2-3 years,Region3,3,2,3,2,,2022-08-20 21:14:46 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-625,d17f4bab-e8c8-,5,5,4,Group3,2-3 years,Region3,2,3,3,4,,2022-08-20 21:14:47 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-626,0533901e-6777-,4,4,4,Group3,3-4 years,Region4,2,2,2,3,,2022-08-20 21:14:48 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-627,103de861-6947-,4,4,3,Group4,2-3 years,Region3,2,3,3,3,,2022-08-20 21:14:48 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-628,a99d652c-7208-,2,4,2,Group2,1-2 years,Region2,4,2,2,2,,2022-08-20 21:14:49 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-629,df2e502c-aede-,4,4,4,Group4,3-4 years,Region4,4,3,3,3,,2022-08-20 21:14:50 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-630,37e79a8a-d5e1-,4,5,4,Group4,3-4 years,Region4,3,4,3,3,,2022-08-20 21:14:51 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-631,2bcee264-3734-,3,3,3,Group3,1-2 years,Region2,2,4,3,3,,2022-08-20 21:14:52 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-632,e5668760-f14a-,4,4,4,Group4,3-4 years,Region4,2,2,2,3,,2022-08-20 21:14:52 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-633,788948f6-dc89-,4,3,3,Group2,0-1 years,Region1,1,1,2,2,,2022-08-20 21:14:52 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-634,03380951-68aa-,4,4,4,Group3,2-3 years,Region4,2,2,2,2,,2022-08-20 21:14:53 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-635,ef4c8c39-f3bc-,5,5,5,Group4,3-4 years,Region5,2,2,2,3,,2022-08-20 21:14:53 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-636,8dae2d0d-6c21-,4,4,3,Group3,2-3 years,Region3,2,4,3,2,,2022-08-20 21:14:54 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-637,14f01ddf-2ccf-,4,4,4,Group3,2-3 years,Region3,3,3,3,3,,2022-08-20 21:14:55 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-638,62ce120a-4eb9-,4,4,4,Group3,2-3 years,Region3,3,2,3,4,,2022-08-20 21:14:55 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-639,0ec5a6c0-a470-,3,4,4,Group2,1-2 years,Region2,2,4,2,2,,2022-08-20 21:14:56 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
